domain,model,puzzle_id,pass_type,correct,error,elapsed_s,group_scores,key_ngrams,min_conf,min1_conf,mean_conf,raw_response
ConnectionsPlus,Claude Opus 4.6,connp_019,un_augmented,1,,15.266995668411257,"[65, 85, 90, 85, 95, 95, 55, 90]","[[""anagrams"", ""words that are anagrams"", ""ABUT might rearrange to TUBA"", ""BULGE could be an anagram of BUGLE""], [""apple products seem promising"", ""CIDER, SAUCE, BUTTER, and BRANDY all work as apple ___"", ""apple compounds""], [""synonyms for \""instruct\"""", ""coach, train, guide, and direct""], [""synonyms for business like firm, concern, outfit, and house""], [""clearer pattern now"", ""number prefixes embedded in them"", ""mono for one, di for two, tri for three, tetra for four"", ""could be a whole category""], [""hiding country names within them"", ""all check out perfectly"", ""European countries embedded""], [""could all be things that channel or transmit"", ""maybe they share a different connection I'm not seeing yet"", ""ORGAN was already one of the original words in the \""means/channel\"" group""], [""synonyms for stocky like thick, stout, squat, and solid"", ""words meaning compact or sturdy"", ""all work as synonyms""]]",55.0,65.0,82.5,
ConnectionsPlus,Claude Opus 4.6,connp_040,un_augmented,1,,6.827229976654053,"[85, 95, 90, 95, 75, 80, 85, 70]","[[""words that mean \""to write\"""", ""write, author, compose, and pen"", ""verbs for writing""], [""Teddy Roosevelt connections"", ""bull moose, big stick, teddy bear, and rough riders"", ""solid group""], [""words that mean \""outcast\"""", ""black sheep, misfit, outcast, and reject"", ""social outcasts""], [""clear comic strip category"", ""peanuts, blondie, the far side, and bloom county"", ""classic comic strips""], [""action movie franchise protagonists"", ""bond, jones, ocean, and wick"", ""last names of major action movie franchise leads""], [""compound words with \""stick\"""", ""candlestick, yardstick, chopstick, and joystick"", ""solid group""], [""dice, cup, pencil, scorecard"", ""things you'd use in yahtzee"", ""holding up""], [""words that describe gray or speckled appearance"", ""salt-and-pepper, flecked, distinguished, and silver"", ""silver belongs with gray hair descriptions""]]",70.0,75.0,84.375,
ConnectionsPlus,Claude Opus 4.6,connp_028,un_augmented,1,,8.983486413955688,"[60, 75, 65, 75, 75, 70, 85, 30]","[[""synonyms for \""available/close\"""", ""HANDY, NEARBY, AVAILABLE, READY"", ""words meaning readily available""], [""British informal words ending in -Y"", ""FOOTY, BUTTY, CHIPPY, TELLY"", ""is solid""], [""candy and sweets"", ""LOLLY, SWEET, SUCKER all fit"", ""types of candy""], [""holes or empty spaces"", ""CAVITY, PIT, HOLE, and HOLLOW work well"", ""synonyms for hollow spaces""], [""synonyms for \""replica/fake\"""", ""DUPE, FAKE, DUMMY, COPY"", ""solid synonyms""], [""exclamations of surprise"", ""DEAR, MERCY, HEAVENS, GRACIOUS"", ""mild exclamations or interjections""], [""SQUARE, FILLING, HEARTY, and SOLID"", ""substantial meal"", ""That's a strong grouping""], [""least confident about that last one"", ""still uncertain"", ""seems too broad"", ""not landing on the right connection yet""]]",30.0,60.0,66.875,
ConnectionsPlus,Claude Opus 4.6,connp_032,un_augmented,1,,8.6598641872406,"[72, 70, 65, 60, 95, 75, 88, 78]","[[""all work as verbs"", ""disturb or worry someone"", ""last four words""], [""sci-fi movies"", ""confirmed""], [""Monopoly spaces"", ""working"", ""I have BOARDWALK, CHANCE, and FREE PARKING""], [""kitchen items"", ""right grouping"", ""use with soup""], [""fit perfectly"", ""confirmed"", ""doesn't belong elsewhere""], [""all refer to a person"", ""patterns"", ""confirmed""], [""stronger connection"", ""figures from Greek mythology"", ""realize""], [""very large"", ""confirmed"", ""could all mean""]]",60.0,65.0,75.375,
ConnectionsPlus,Claude Opus 4.6,connp_021,un_augmented,1,,15.67923617362976,"[95, 65, 90, 90, 95, 90, 85, 75]","[[""anagrams of musical instruments"", ""GROAN (organ), VOILA (viola), ABUT (tuba), and BULGE (bugle)"", ""gives me the fourth one""], [""octopus-related words"", ""octopus traits"", ""suction cups, arms, ink, and intelligence""], [""connection there is CAB"", ""TAXI is a cab"", ""CALLOWAY is Cab Calloway"", ""CABIN has cab in it"", ""RED WINE connects through Cabernet""], [""pizza components"", ""pizza-related terms"", ""pizza ingredients"", ""lock in pizza as dough, cheese, pepperoni, and tomato sauce""], [""COACH, TRAIN, GUIDE, and DIRECT"", ""synonyms for instruction"", ""verbs meaning to instruct"", ""lock in""], [""number prefixes"", ""MONORAIL has MONO, TRIANGLE has TRI, DIOXIDE has DI, and TETRACYCLINE has TETRA"", ""relate to cycle types""], [""blades could work"", ""helicopter blades, lawn mower blades, ice skate blades, and blade of grass"", ""That's four!""], [""all mean \""means\"" or \""channel\"" of expression"", ""VEHICLE, INSTRUMENT, ORGAN, and MEDIUM"", ""That's the connection""]]",65.0,75.0,85.625,
ConnectionsPlus,Claude Opus 4.6,connp_035,un_augmented,1,,2.7018072605133057,"[85, 90, 85, 95, 70, 95, 85, 85]","[[""terms of endearment"", ""solid category"", ""DEAR, ANGEL, DOLL, PEACH""], [""hidden conditions or caveats"", ""solid connection"", ""STRINGS, CATCH, CONDITION, ASTERISK""], [""things that can't be undone"", ""metaphors for irreversibility"", ""BELL, TOOTHPASTE, GENIE, EGG""], [""jump out immediately"", ""challenge people with questions or riddles"", ""RIDDLER, SPHINX, BRIDGE TROLL, and MAD HATTER""], [""Washington D.C. features"", ""CAPITOL, MALL, OBELISK, POOL""], [""jump out immediately"", ""fit that perfectly"", ""ELPHABA"", ""GRINCH, HULK, SHREK""], [""synonyms for being indecisive"", ""vacillate"", ""HESITATE, WAFFLE, WAVER"", ""YO-YO definitely belongs""], [""lose your ___"", ""losing your sanity"", ""MIND, MARBLES, WITS, and SENSES all fit""]]",70.0,85.0,86.25,
ConnectionsPlus,Claude Opus 4.6,connp_029,un_augmented,1,,3.32527232170105,"[90, 100, 95, 90, 95, 100, 80, 85]","[[""clued by \""jet\"""", ""AIRPLANE is definitely a jet"", ""JET BLACK connects"", ""NFL PLAYER could be a Jet""], [""dental terms"", ""dental work"", ""exactly four"", ""feels like a complete group""], [""cleaning supplies"", ""RAG, SOAP, BUCKET, and GLOVES could all be cleaning supplies""], [""ROLLER COASTER, CIRCUS, SOAP OPERA, and WHIRLWIND"", ""chaotic or dramatic experiences"", ""dramatic metaphor category""], [""DRIVE, PEAKS, VELVET, and HIGHWAY"", ""connected to David Lynch"", ""Twin Peaks"", ""Blue Velvet"", ""Mulholland Drive""], [""synonyms for fake"", ""SHAM, MOCK, PRETEND, and DUMMY"", ""another set of four""], [""phrases that follow \""spare\"""", ""SPARE RIB and SPARE TIRE both work perfectly"", ""NEEDLE and RAG for the tease category alongside RIB and TIRE""], [""turntable components"", ""NEEDLE, TONEARM, PLATTER, and MOTOR"", ""all work as parts of a record player""]]",80.0,85.0,91.875,
ConnectionsPlus,Claude Opus 4.6,connp_044,un_augmented,0,,3.1646616458892822,"[90, 85, 80, 30, 90, 90, 85, 90]","[[""ABSENT, EXCUSED, LATE, PRESENT"", ""relate to attendance"", ""school attendance terms""], [""fictional detectives"", ""MARPLE, BOSCH, REACHER, and CROSS are all fictional detectives from Amazon shows"", ""solid grouping""], [""berry category"", ""GOOSE, ELDER, LOGAN all work as ___berry"", ""CAPER could actually be caperberry"", ""GOOSE, ELDER, LOGAN, CAPER""], [""FAIR, POPULAR, PSALM, and RYAN are tricky"", ""odd grouping"", ""this group is trickier than the others"", ""not cooperating with that theory"", ""group eight is still puzzling""], [""font styles"", ""GOTHIC, ROMAN, SANS, TYPEWRITER"", ""legitimate typeface styles""], [""Time periods"", ""PERIOD, SPAN, STRETCH, INTERVAL"", ""ways to describe a duration""], [""access credentials"", ""STAMP, PASS, WRISTBAND, LANYARD"", ""feels solid""], [""Synonyms for \""steal\"""", ""SWIPE, PINCH, NICK, POCKET"", ""verbs meaning to steal""]]",30.0,80.0,80.0,
ConnectionsPlus,Claude Opus 4.6,connp_052,un_augmented,1,,2.8578596115112305,"[85, 90, 95, 45, 85, 90, 90, 65]","[[""items filled with granular material"", ""like eye pillows and desiccant packets alongside beanie babies and hacky sacks""], [""ways to smooth/abrade a surface! That seems strong"", ""BUFF, GRIND, SAND, FILE""], [""words that can precede FINGERS"", ""BUTTER FINGERS, LADY FINGERS, STICKY FINGERS, CHICKEN FINGERS"", ""four solid matches right there, which feels like a real connection""], [""remaining eight items"", ""group with PITTER-PATTER, LABUBU, DOODLEBUG, and CHOWDER"", ""might share baby talk"", ""doesn't fit that pattern though""], [""things that have knobs and dials"", ""control panels, radios, stoves, and etch a sketches all fit that""], [""betting or gambling terminology"", ""PARLAY, SPREAD, FAVORITE, and UNDER"", ""That accounts for four more words""], [""all synonyms meaning to retain"", ""STORE, PRESERVE, KEEP, SAVE""], [""Terms of endearment"", ""SWEETHEART, SOFTIE, TEDDY BEAR, MARSHMALLOW"", ""seem like a solid category"", ""won't quite work for all of them""]]",45.0,65.0,80.625,
ConnectionsPlus,Claude Opus 4.6,connp_037,un_augmented,1,,3.246870279312134,"[75, 60, 70, 70, 85, 70, 75, 70]","[[""LANE, WAY, COURT, and ALLEY"", ""types of roads"", ""types of roads or streets""], [""names that double as common words"", ""BILL, TOM, BOB, and PAT could all be common nicknames"", ""names that double as regular words""], [""REACHER, BOSCH, and CROSS"", ""Jack Ryan works as a main character"", ""REACHER, BOSCH, CROSS, and RYAN as my crime/thriller protagonists""], [""ways to wear something like WEAR, DON, PUT ON, SPORT"", ""synonyms for wearing something""], [""PSALM minus the S gives PALM"", ""POPULAR minus the U gives POPLAR"", ""FAIR minus the A gives FIR"", ""MARPLE works too\u2014remove the R and you get MAPLE""], [""equipment terms like KIT, GEAR, TACKLE, STUFF"", ""equipment and gear""], [""STRETCH, SPAN, PERIOD, INTERVAL"", ""time periods"", ""words about time or duration""], [""access items like passes and wristbands"", ""wearing or displaying something like WRISTBAND, LANYARD, and STAMP"", ""event access items""]]",60.0,70.0,71.875,
ConnectionsPlus,Claude Opus 4.6,connp_033,un_augmented,0,,3.432337999343872,"[65, 25, 85, 75, 70, 75, 90, 90]","[[""CYCLE, ANGLE, POD, and DENT might work with the prefix TRI"", ""Tricycle, triangle, tripod, trident"", ""That could be the connection""], [""BOMBAY, MISSUS, DART, and BUSTLE as the final group"", ""doesn't fit the pattern no matter how I look at it"", ""I'm still stuck on that last category"", ""I'll go with this answer anyway""], [""school day components with HOMEROOM, CLASS, RECESS, LUNCH"", ""That feels like a coherent set""], [""Japanese origins \u2014 that could be a category"", ""KARAOKE, EMOJI, TYCOON, and GINKGO""], [""FLASH, THUMB, FLOPPY, and ZIP all work"", ""types of computer drives"", ""solid categories"", ""FLASH, THUMB, ZIP, and one more""], [""SPEED, LEAF, FLIP, and SKIM"", ""ways to quickly go through text"", ""all ways of reading quickly or scanning""], [""clear group of Asian sauces"", ""SOY, HOISIN, OYSTER, and PLUM"", ""solid categories""], [""Skiing terms jump out immediately"", ""MOGUL, SLOPE, LIFT, and LODGE"", ""solid categories""]]",25.0,65.0,71.875,
ConnectionsPlus,Claude Opus 4.6,connp_041,un_augmented,1,,3.1159136295318604,"[50, 75, 90, 65, 85, 80, 75, 95]","[[""describe an expressionless or emotionless appearance"", ""INANIMATE feels like a weaker fit"", ""expressionless/lifeless angle could work"", ""lacking expression or vitality""], [""portmanteau words"", ""BLOG, SMOG, SPORK, and MOTEL are all blends"", ""portmanteau angle I was exploring""], [""monopoly-related group"", ""BOGART, MONOPOLIZE, CORNER, and HOG"", ""taking something selfishly""], [""CURTAIN ROD is definitely a thing"", ""things you use with curtains"", ""curtain installation system"", ""things involved in hanging or setting up curtains""], [""SHIPSHAPE, BUSBOY, TRAINEE, and GARNISH might share something"", ""hidden vehicle or transportation words"", ""feels like a solid category""], [""beverages and bar settings"", ""COASTER, GLASS, STRAW, and GARNISH"", ""unifying theme I'm looking for""], [""gear-related words"", ""COG fits with gear-related words"", ""gear synonyms like COG and SPROCKET""], [""BULLFROG, BULLHORN, BULLDOG, and BULLDOZE"", ""Wait\u2014BULLDOZE! That's the fourth one"", ""complete group""]]",50.0,65.0,76.875,
ConnectionsPlus,Claude Opus 4.6,connp_039,un_augmented,1,,2.132686376571656,"[75, 95, 80, 75, 85, 85, 85, 90]","[[""CHANCE, OPENING, BREAK, and SHOT"", ""all represent an \""opportunity.\"""", ""feels like a strong connection""], [""standard hotel amenities"", ""The groups are solid now""], [""CASPER, GHOST, TWILIGHT, and LET ME IN"", ""supernatural movies"", ""That's a solid group""], [""PROMPT, CUE, NOD, and SIGNAL"", ""all function as ways to indicate or signal something""], [""DAD joke, KNOCK-KNOCK joke, INSIDE joke, PRACTICAL joke"", ""those feel solid""], [""POCKET watch, WRIST watch, DIGITAL watch, STOP watch"", ""those feel solid"", ""already used DIGITAL so I need to account for that""], [""YIELD, PRODUCT, FRUIT, and RETURN"", ""all work as synonyms for output or result""], [""CORN works as a prefix"", ""CORN maze, CORN syrup, CORN silk, and CORN muffin"", ""Then I spot it""]]",75.0,75.0,83.75,
ConnectionsPlus,Claude Opus 4.6,connp_043,un_augmented,1,,2.155080795288086,"[85, 45, 75, 80, 100, 85, 100, 75]","[[""ways to pamper or spoil someone"", ""PAMPER, INDULGE, HUMOR, BABY""], [""homophones of bodies of water"", ""appear to be homophones"", ""figure out""], [""things you shout to surprise someone"", ""BOO, BAE, BABY, SURPRISE, GOTCHA, and GUESS WHO""], [""gift-wrapping supplies"", ""GIFT WRAP, RIBBON, BOW, CARD""], [""Monopoly man connection is strong"", ""things associated with the Monopoly man"", ""TOP HAT, CANE, BOWTIE, MONEYBAG""], [""words related to pushing or shoving"", ""PRESS, SHOVE, SHOULDER, ELBOW""], [""Snake-related"", ""things a snake does"", ""HISS, SLITHER, RATTLE, SHED""], [""conceals a foot-related body part"", ""RANKLE has ANKLE"", ""OTOE has TOE"", ""PARCH might contain ARCH""]]",45.0,75.0,80.625,
ConnectionsPlus,Claude Opus 4.6,connp_047,un_augmented,1,,2.202508449554444,"[75, 85, 85, 85, 95, 95, 85, 85]","[[""I realize they all follow BANANA"", ""banana split, banana boat, banana slug, banana bread""], [""these are all large venues/arenas"", ""HIPPODROME, COLISEUM, STADIUM, BOWL""], [""all essential fluids"", ""OIL, BRAKE FLUID, COOLANT, FUEL""], [""types of fish"", ""FLUKE, SKATE, PIKE, and CHAR all work""], [""yes, these are all words meaning deception/trickery"", ""SUBTERFUGE, DECEIT, CHICANERY, LEGERDEMAIN""], [""these are all desserts/baked goods"", ""COBBLER, CRUMBLE, CRISP, TART""], [""adjectives that mean irritable or grumpy"", ""SOUR, PRICKLY, CROSS, SORE""], [""all modern tech trends"", ""PODCAST, VAPE, SMARTWATCH, CRYPTO""]]",75.0,85.0,86.25,
ConnectionsPlus,Claude Opus 4.6,connp_051,un_augmented,1,,2.0334925651550293,"[85, 65, null, 75, 95, 90, 70, 95]","[[""thunder sounds"", ""CLAP, BOOM, RUMBLE, ROLL"", ""solid""], [""dances and dance moves"", ""BOP, SWAY, BOUNCE, and GROOVE"", ""narrows things down""], [], [""PUFF, DRAG, and DRAW are all standard ways to smoke"", ""take a pull"", ""PULL could work too""], [""DRY, SHAKEN, GIN, and TWIST all fit perfectly"", ""classic James Bond martini"", ""strong pattern""], [""HAND, STRING, SOCK, and SHADOW all precede PUPPET"", ""feels solid""], [""STANDING"", ""OVATION, ORDERS, ROOM, and possibly JOKE"", ""less confident about that last one""], [""STAGE, ROUND, LEVEL, and PHASE"", ""describe steps or tiers"", ""all mean a stage/step""]]",65.0,70.0,82.14285714285714,
ConnectionsPlus,Claude Opus 4.6,connp_056,un_augmented,1,,2.3246424198150635,"[85, 95, 90, 85, 80, 80, 100, 95]","[[""gymnastics apparatus"", ""strong grouping"", ""gymnastics covers BARS, RINGS, VAULT, BEAM""], [""synonyms for morally reprehensible"", ""feels solid"", ""MEAN, VILE, LOW, and BASE""], [""synonyms for dismissal"", ""potentially a strong category"", ""dismissal verbs like BOOT, EJECT, BOUNCE, and REMOVE""], [""heteronyms that change pronunciation"", ""complete category right there"", ""BOW, ROW, SOW, and WIND""], [""wedding category is RING, CAKE, VOW, and KISS"", ""wedding-related words such as RING, CAKE, VOW, and KISS""], [""truck pattern"", ""reorganize around the truck category"", ""DUMP, TOW, FOOD, and FIRE""], [""HORSE FEATHERS completes that group perfectly"", ""HORSEPOWER, HORSEPLAY, HORSESHOE, HORSE FEATHERS all work""], [""all horror movies"", ""That's the connection!"", ""SMILE, SCREAM, PEARL, NOPE""]]",80.0,80.0,88.75,
ConnectionsPlus,Claude Opus 4.6,connp_049,un_augmented,1,,2.7730233669281006,"[65, 70, 85, 35, 85, 90, 90, 85]","[[""SLUG, SOCK, BOX, and DUKE"", ""verbs for fighting"", ""words meaning to hit""], [""cooking or heat food"", ""BROWN, ROAST, SEAR, TOAST"", ""BROWN overlaps with the university category""], [""GIANT, MONSTER, TITANIC, and BUMPER"", ""describe something enormous"", ""huge things""], [""CELSIUS, SEE, ONE HUNDRED, and COLD"", ""represent the letter C"", ""not seeing how cold and see fit that pattern"", ""second-guessing whether COLD fits""], [""CUZ, POP, GRAM, UNC"", ""informal terms for relatives"", ""solid grouping""], [""DIVE, DUMP, HOLE, and JOINT"", ""describe run-down or shabby places"", ""solid grouping""], [""SEMI, QUARTER, FINAL, QUALIFIER"", ""tournament stage"", ""stages of a tournament""], [""MASS, WASH, MISS, and PENN"", ""abbreviations for states"", ""Mississippi, and Pennsylvania""]]",35.0,65.0,75.625,
ConnectionsPlus,Claude Opus 4.6,connp_054,un_augmented,1,,2.343055009841919,"[65, null, 85, 85, 90, null, 80, 80]","[[""floor moves specifically"", ""all moves performed""], [], [""clear group of fonts"", ""ARIAL, VERDANA, GEORGIA, and IMPACT""], [""Disney princesses jump out"", ""characters""], [""VAULT, BEAM, BARS, and RINGS"", ""four main apparatus"", ""connection I'm looking for""], [], [""words that follow HORSE"", ""HORSEPLAY, HORSESHOE, HORSEPOWER, and HORSEFEATHERS""], [""horror movie pattern"", ""all fit together as recent horror films""]]",65.0,80.0,80.83333333333333,
ConnectionsPlus,Claude Opus 4.6,connp_055,un_augmented,1,,2.6271510124206543,"[85, 45, 80, 75, 40, 85, 85, 95]","[[""Sci-fi movies are definitely"", ""AVATAR, ALIEN, DUNE, TRON""], [""BLANK, WOODEN, CARBON, and FLAT might all work with"", ""expressionless""], [""SPOON, BOWL, LADLE, and POT are clearly utensils and vessels""], [""CURTAIN BRACKET, CURTAIN HOOK, and CURTAIN ROD all work"", ""things that hang curtains""], [""words hiding vehicle names within them"", ""working through the last couple of categories""], [""synonyms for person like CHARACTER, INDIVIDUAL, PERSON, PARTY"", ""work well together""], [""cocktail-related items"", ""cocktail accessories like COASTER, GARNISH, STRAW, GLASS""], [""words meaning \""big\"""", ""fit solidly"", ""JUMBO, GIANT, MONSTER, and SUPER""]]",40.0,45.0,73.75,
ConnectionsPlus,Claude Opus 4.6,connp_050,un_augmented,0,,3.725029945373535,"[85, 55, 45, 70, 95, 75, 82, 90]","[[""biological kingdoms"", ""feels like a solid category""], [""measuring tools"", ""found in a school or lab setting"", ""RULER, PROTRACTOR, and SQUARE all fit""], [""seems weak"", ""not quite clicking"", ""doesn't quite work"", ""settling on these eight groupings""], [""narrowing down the E-___ candidates"", ""E-BOOK, E-COMMERCE, E-SIGNATURE, E-MAIL as one solid category""], [""spotting penguin species right away"", ""EMPEROR, KING, MACARONI, and CHINSTRAP are all types of penguins""], [""synonyms for fair or just"", ""SPORTING could mean fair"", ""FAIR, HONEST, SQUARE, and SPORTING all work""], [""GOSSIP, WORKING, GONE, and NEW all work as \""___ GIRL\"" titles""], [""verbs meaning to follow or pursue someone"", ""shadow, track, tail, and hound all work this way"", ""SHADOW, TRACK, TAIL, HOUND \u2713 Yes!""]]",45.0,55.0,74.625,
